user_id,name,age,study_level,preferred_subjects,strengths,weaknesses,learning_style,study_preference,availability
316,Kaitlyn Wilson,23,Beginner,"['Software Engineering', 'Computer Architecture', 'Linear Algebra', 'Artificial Intelligence', 'Machine Learning']","['Artificial Intelligence', 'Machine Learning']","['Software Engineering', 'Linear Algebra', 'Computer Architecture']",Auditory,Group,"['Morning', 'Night', 'Morning']"
317,Heather Brooks,19,Intermediate,"['Theory of Computation', 'Deep Learning', 'Digital Logic', 'Cloud Computing', 'Artificial Intelligence', 'Computer Networks', 'Database Management', 'Computer Architecture', 'Reinforcement Learning']","['Computer Networks', 'Digital Logic', 'Deep Learning']","['Reinforcement Learning', 'Database Management', 'Theory of Computation', 'Computer Architecture', 'Artificial Intelligence', 'Cloud Computing']",Problem-Solving,Solo,"['Evening', 'Evening']"
318,Margaret Stewart,22,Intermediate,"['Reinforcement Learning', 'Cloud Computing', 'Probability & Statistics', 'Deep Learning', 'Computer Networks', 'Operating Systems']","['Computer Networks', 'Reinforcement Learning']","['Operating Systems', 'Deep Learning', 'Cloud Computing', 'Probability & Statistics']",Problem-Solving,Solo,"['Afternoon', 'Evening']"
319,Brady Norris,22,Beginner,"['Computer Architecture', 'Operating Systems', 'Data Structures', 'Cybersecurity', 'Computer Networks', 'Deep Learning', 'Algorithms', 'Probability & Statistics']","['Computer Architecture', 'Probability & Statistics', 'Algorithms']","['Deep Learning', 'Data Structures', 'Operating Systems', 'Computer Networks', 'Cybersecurity']",Auditory,Group,['Afternoon']
320,Crystal Drake,27,Beginner,"['Database Management', 'Deep Learning', 'Cybersecurity', 'Machine Learning', 'Artificial Intelligence', 'Computer Architecture', 'Probability & Statistics', 'Software Engineering']","['Machine Learning', 'Computer Architecture', 'Database Management']","['Probability & Statistics', 'Deep Learning', 'Artificial Intelligence', 'Software Engineering', 'Cybersecurity']",Visual,Group,"['Evening', 'Night']"
321,Nicholas Joseph,22,Intermediate,"['Bioinformatics', 'Big Data', 'Reinforcement Learning', 'Compiler Design', 'Quantum Computing', 'Machine Learning', 'Artificial Intelligence', 'Computer Networks', 'Computer Vision', 'Embedded Systems']","['Quantum Computing', 'Big Data', 'Computer Networks', 'Reinforcement Learning']","['Bioinformatics', 'Compiler Design', 'Machine Learning', 'Computer Vision', 'Artificial Intelligence', 'Embedded Systems']",Problem-Solving,Solo,"['Night', 'Evening', 'Afternoon']"
322,Jamie Maynard,19,Intermediate,"['Quantum Computing', 'Software Engineering', 'Compiler Design', 'Natural Language Processing', 'Deep Learning', 'Bioinformatics', 'Computer Architecture', 'Computer Vision', 'Digital Logic']","['Deep Learning', 'Computer Vision', 'Software Engineering']","['Bioinformatics', 'Compiler Design', 'Quantum Computing', 'Natural Language Processing', 'Computer Architecture', 'Digital Logic']",Text-based,Solo,"['Night', 'Night', 'Evening']"
323,John Waters,21,Beginner,"['Artificial Intelligence', 'Cryptography', 'Database Management', 'Data Structures', 'Computer Architecture', 'Machine Learning', 'Probability & Statistics', 'Software Engineering']","['Probability & Statistics', 'Artificial Intelligence', 'Machine Learning']","['Database Management', 'Cryptography', 'Computer Architecture', 'Data Structures', 'Software Engineering']",Auditory,Group,"['Evening', 'Evening']"
324,Monica Reilly,21,Beginner,"['Computer Architecture', 'Linear Algebra', 'Artificial Intelligence', 'Computer Networks', 'Operating Systems', 'Probability & Statistics', 'Cryptography']","['Probability & Statistics', 'Computer Architecture']","['Linear Algebra', 'Cryptography', 'Artificial Intelligence', 'Operating Systems', 'Computer Networks']",Text-based,Solo,"['Evening', 'Evening', 'Evening']"
325,Kerry Johnson,30,Intermediate,"['Ethical Hacking', 'Big Data', 'Web Development', 'Cryptography', 'Linear Algebra', 'Algorithms', 'Computer Vision']","['Linear Algebra', 'Ethical Hacking']","['Cryptography', 'Computer Vision', 'Big Data', 'Algorithms', 'Web Development']",Visual,Solo,['Night']
326,Trevor Sullivan,26,Intermediate,"['Cybersecurity', 'Neural Networks', 'Compiler Design', 'Web Development', 'Internet of Things', 'Probability & Statistics']","['Cybersecurity', 'Compiler Design']","['Internet of Things', 'Neural Networks', 'Web Development', 'Probability & Statistics']",Text-based,Solo,"['Afternoon', 'Morning']"
327,Jill Diaz,26,Beginner,"['Operating Systems', 'Software Engineering', 'Database Management', 'Cryptography', 'Compiler Design']","['Operating Systems', 'Software Engineering']","['Database Management', 'Compiler Design', 'Cryptography']",Problem-Solving,Group,['Evening']
328,Chase Meadows,30,Beginner,"['Algorithms', 'Artificial Intelligence', 'Probability & Statistics', 'Cybersecurity', 'Cryptography', 'Compiler Design', 'Data Structures']","['Cybersecurity', 'Algorithms']","['Probability & Statistics', 'Compiler Design', 'Cryptography', 'Data Structures', 'Artificial Intelligence']",Visual,Group,"['Afternoon', 'Night']"
329,Jessica Romero,22,Beginner,"['Deep Learning', 'Software Engineering', 'Computer Networks', 'Artificial Intelligence', 'Database Management', 'Cybersecurity', 'Data Structures']","['Software Engineering', 'Database Management']","['Deep Learning', 'Data Structures', 'Artificial Intelligence', 'Computer Networks', 'Cybersecurity']",Auditory,Group,['Afternoon']
330,Melissa Taylor,28,Beginner,"['Algorithms', 'Operating Systems', 'Deep Learning', 'Artificial Intelligence', 'Cryptography', 'Probability & Statistics']","['Deep Learning', 'Probability & Statistics']","['Operating Systems', 'Cryptography', 'Artificial Intelligence', 'Algorithms']",Problem-Solving,Solo,['Afternoon']
331,Robert Smith,23,Intermediate,"['Database Management', 'Cryptography', 'Distributed Systems', 'Computer Networks', 'Computer Vision', 'Reinforcement Learning', 'Internet of Things', 'Linear Algebra', 'Quantum Computing', 'Software Engineering']","['Distributed Systems', 'Reinforcement Learning', 'Database Management', 'Cryptography']","['Linear Algebra', 'Quantum Computing', 'Computer Vision', 'Computer Networks', 'Internet of Things', 'Software Engineering']",Visual,Solo,"['Evening', 'Night', 'Morning']"
332,Susan Carter,27,Intermediate,"['Software Engineering', 'Computer Networks', 'Machine Learning', 'Operating Systems', 'Web Development', 'Artificial Intelligence']","['Machine Learning', 'Operating Systems']","['Software Engineering', 'Computer Networks', 'Artificial Intelligence', 'Web Development']",Visual,Solo,"['Evening', 'Evening']"
333,Laurie Jones,25,Intermediate,"['Internet of Things', 'Digital Logic', 'Deep Learning', 'Linear Algebra', 'Quantum Computing', 'Distributed Systems']","['Digital Logic', 'Linear Algebra']","['Deep Learning', 'Quantum Computing', 'Distributed Systems', 'Internet of Things']",Auditory,Solo,"['Night', 'Afternoon', 'Evening']"
334,Stacy Downs,29,Intermediate,"['Natural Language Processing', 'Artificial Intelligence', 'Cryptography', 'Neural Networks', 'Data Structures', 'Compiler Design']","['Artificial Intelligence', 'Natural Language Processing']","['Compiler Design', 'Cryptography', 'Neural Networks', 'Data Structures']",Text-based,Solo,"['Night', 'Night', 'Night']"
335,Patricia Jones,25,Intermediate,"['Computer Vision', 'Digital Logic', 'Artificial Intelligence', 'Software Engineering', 'Distributed Systems', 'Machine Learning', 'Theory of Computation', 'Quantum Computing', 'Neural Networks', 'Database Management']","['Quantum Computing', 'Distributed Systems', 'Artificial Intelligence', 'Computer Vision']","['Database Management', 'Machine Learning', 'Theory of Computation', 'Digital Logic', 'Neural Networks', 'Software Engineering']",Auditory,Solo,['Evening']
336,Sarah Huffman,29,Advanced,"['Compiler Design', 'Augmented Reality', 'Speech Recognition', 'Computer Networks', 'Wireless Networks', 'Algorithms', 'Game Development', 'Mobile Computing', 'Bioinformatics', 'Quantum Computing', 'Physics for CS']","['Quantum Computing', 'Augmented Reality', 'Bioinformatics', 'Physics for CS', 'Compiler Design', 'Game Development']","['Mobile Computing', 'Speech Recognition', 'Computer Networks', 'Algorithms', 'Wireless Networks']",Text-based,Solo,"['Evening', 'Morning', 'Evening']"
337,Donald Peterson,28,Intermediate,"['Reinforcement Learning', 'Internet of Things', 'Software Engineering', 'Computer Architecture', 'Quantum Computing', 'Embedded Systems']","['Internet of Things', 'Reinforcement Learning']","['Software Engineering', 'Quantum Computing', 'Embedded Systems', 'Computer Architecture']",Problem-Solving,Solo,"['Evening', 'Evening']"
338,Stacy Ellis,26,Intermediate,"['Web Development', 'Digital Logic', 'Deep Learning', 'Big Data', 'Algorithms', 'Cybersecurity']","['Web Development', 'Big Data']","['Deep Learning', 'Digital Logic', 'Cybersecurity', 'Algorithms']",Visual,Solo,"['Morning', 'Night']"
339,Robert Buck Jr.,30,Beginner,"['Linear Algebra', 'Computer Architecture', 'Cryptography', 'Deep Learning', 'Database Management', 'Compiler Design', 'Algorithms']","['Algorithms', 'Computer Architecture']","['Linear Algebra', 'Database Management', 'Deep Learning', 'Cryptography', 'Compiler Design']",Visual,Group,"['Evening', 'Night']"
340,Elizabeth Wu,28,Beginner,"['Operating Systems', 'Cryptography', 'Machine Learning', 'Software Engineering', 'Computer Architecture', 'Algorithms', 'Data Structures']","['Cryptography', 'Operating Systems']","['Machine Learning', 'Computer Architecture', 'Data Structures', 'Algorithms', 'Software Engineering']",Visual,Solo,"['Evening', 'Evening']"
341,Kara Richardson,23,Intermediate,"['Neural Networks', 'Ethical Hacking', 'Linear Algebra', 'Computer Networks', 'Big Data', 'Operating Systems']","['Big Data', 'Linear Algebra']","['Operating Systems', 'Computer Networks', 'Neural Networks', 'Ethical Hacking']",Text-based,Solo,['Night']
342,Mrs. Danielle Wall,28,Intermediate,"['Machine Learning', 'Computer Architecture', 'Compiler Design', 'Cloud Computing', 'Reinforcement Learning', 'Digital Logic', 'Deep Learning', 'Computer Networks', 'Artificial Intelligence']","['Computer Networks', 'Reinforcement Learning', 'Digital Logic']","['Deep Learning', 'Compiler Design', 'Machine Learning', 'Computer Architecture', 'Cloud Computing', 'Artificial Intelligence']",Visual,Solo,"['Night', 'Evening']"
343,Mrs. Darlene Johnson,28,Intermediate,"['Computer Networks', 'Cybersecurity', 'Computer Architecture', 'Algorithms', 'Theory of Computation', 'Natural Language Processing', 'Neural Networks']","['Algorithms', 'Computer Architecture']","['Theory of Computation', 'Natural Language Processing', 'Neural Networks', 'Computer Networks', 'Cybersecurity']",Auditory,Solo,['Evening']
344,Brian Blake,27,Intermediate,"['Internet of Things', 'Neural Networks', 'Compiler Design', 'Operating Systems', 'Software Engineering', 'Computer Architecture', 'Artificial Intelligence', 'Algorithms', 'Database Management']","['Artificial Intelligence', 'Algorithms', 'Neural Networks']","['Database Management', 'Compiler Design', 'Computer Architecture', 'Operating Systems', 'Internet of Things', 'Software Engineering']",Auditory,Solo,"['Evening', 'Evening', 'Evening']"
345,Tabitha Keller,27,Intermediate,"['Neural Networks', 'Database Management', 'Compiler Design', 'Linear Algebra', 'Algorithms', 'Data Structures', 'Embedded Systems', 'Computer Architecture', 'Probability & Statistics', 'Web Development']","['Probability & Statistics', 'Web Development', 'Neural Networks', 'Database Management']","['Linear Algebra', 'Compiler Design', 'Computer Architecture', 'Data Structures', 'Algorithms', 'Embedded Systems']",Auditory,Solo,['Afternoon']
346,Benjamin Edwards,28,Beginner,"['Cybersecurity', 'Cryptography', 'Probability & Statistics', 'Software Engineering', 'Compiler Design']","['Software Engineering', 'Compiler Design']","['Cryptography', 'Cybersecurity', 'Probability & Statistics']",Text-based,Group,['Evening']
347,Lindsay Castro,27,Intermediate,"['Embedded Systems', 'Probability & Statistics', 'Software Engineering', 'Computer Architecture', 'Cybersecurity', 'Algorithms', 'Cloud Computing']","['Computer Architecture', 'Probability & Statistics']","['Cloud Computing', 'Algorithms', 'Embedded Systems', 'Software Engineering', 'Cybersecurity']",Text-based,Solo,"['Night', 'Evening', 'Afternoon']"
348,Samantha Green,18,Intermediate,"['Database Management', 'Cybersecurity', 'Web Development', 'Natural Language Processing', 'Quantum Computing', 'Embedded Systems', 'Data Structures', 'Big Data', 'Algorithms', 'Internet of Things']","['Internet of Things', 'Algorithms', 'Big Data', 'Quantum Computing']","['Database Management', 'Natural Language Processing', 'Data Structures', 'Embedded Systems', 'Cybersecurity', 'Web Development']",Problem-Solving,Solo,"['Night', 'Afternoon']"
349,Matthew Barton,30,Intermediate,"['Machine Learning', 'Software Engineering', 'Deep Learning', 'Neural Networks', 'Reinforcement Learning', 'Linear Algebra']","['Neural Networks', 'Reinforcement Learning']","['Software Engineering', 'Deep Learning', 'Linear Algebra', 'Machine Learning']",Auditory,Solo,['Evening']
350,Mrs. Amy Trevino DVM,30,Intermediate,"['Computer Vision', 'Cybersecurity', 'Compiler Design', 'Theory of Computation', 'Deep Learning', 'Neural Networks', 'Natural Language Processing']","['Natural Language Processing', 'Deep Learning']","['Compiler Design', 'Theory of Computation', 'Computer Vision', 'Neural Networks', 'Cybersecurity']",Visual,Solo,['Evening']
351,Zachary Robertson,22,Intermediate,"['Digital Logic', 'Computer Networks', 'Cloud Computing', 'Machine Learning', 'Database Management', 'Internet of Things']","['Internet of Things', 'Digital Logic']","['Database Management', 'Computer Networks', 'Cloud Computing', 'Machine Learning']",Visual,Solo,"['Afternoon', 'Afternoon', 'Evening']"
352,Margaret Holt,26,Beginner,"['Data Structures', 'Operating Systems', 'Deep Learning', 'Artificial Intelligence', 'Algorithms']","['Deep Learning', 'Operating Systems']","['Artificial Intelligence', 'Algorithms', 'Data Structures']",Auditory,Group,['Night']
353,Kevin Chapman,28,Intermediate,"['Cloud Computing', 'Internet of Things', 'Probability & Statistics', 'Web Development', 'Compiler Design', 'Artificial Intelligence', 'Big Data', 'Operating Systems', 'Machine Learning']","['Compiler Design', 'Machine Learning', 'Probability & Statistics']","['Artificial Intelligence', 'Cloud Computing', 'Big Data', 'Operating Systems', 'Internet of Things', 'Web Development']",Problem-Solving,Solo,"['Night', 'Afternoon']"
354,Michael Hoover,25,Intermediate,"['Data Structures', 'Natural Language Processing', 'Ethical Hacking', 'Internet of Things', 'Software Engineering', 'Database Management', 'Neural Networks']","['Ethical Hacking', 'Internet of Things']","['Database Management', 'Natural Language Processing', 'Data Structures', 'Neural Networks', 'Software Engineering']",Auditory,Solo,"['Night', 'Afternoon', 'Evening']"
355,Benjamin Doyle,28,Beginner,"['Deep Learning', 'Algorithms', 'Compiler Design', 'Probability & Statistics', 'Software Engineering', 'Cryptography']","['Compiler Design', 'Probability & Statistics']","['Deep Learning', 'Cryptography', 'Software Engineering', 'Algorithms']",Problem-Solving,Solo,"['Night', 'Evening']"
